abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.064,75.0,1996,Fistful of Hops Green,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.0559999999999999,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.063,23.0,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.054,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.052,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.052,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.091,91.0,651,Isis,American Double / Imperial IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.099,60.0,394,Johan the Barleywine,English Barleywine,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.054,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.053,20.0,55,Sunlight Cream Ale,Cream Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.0559999999999999,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0,25,Sun King Brewing Company,Indianapolis, IN
0.099,85.0,1739,BLAKKR,American Black Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.073,69.0,1112,Overrated! West Coast Style IPA,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.075,90.0,329,WET,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.04,37.0,19,Bitter Brewer,English Bitter,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.055,34.0,18,SurlyFest,Rye Beer,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.051,45.0,17,Coffee Bender,American Brown Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.051,45.0,16,Bender,American Brown Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.0969999999999999,120.0,15,Abrasive Ale,American Double / Imperial IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.051,20.0,14,Hell,Keller Bier / Zwickel Bier,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.067,33.0,13,CynicAle,Saison / Farmhouse Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.062,99.0,12,Furious,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN
0.073,50.0,1242,Big Nose,American IPA,447,12.0,447,Swamp Head Brewery,Gainesville, FL
0.05,10.0,1241,Cotton Mouth,Witbier,447,12.0,447,Swamp Head Brewery,Gainesville, FL
0.0559999999999999,35.0,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0,447,Swamp Head Brewery,Gainesville, FL
0.05,38.0,1239,Midnight Oil,Oatmeal Stout,447,12.0,447,Swamp Head Brewery,Gainesville, FL
0.059,18.0,1238,Wild Night,Cream Ale,447,12.0,447,Swamp Head Brewery,Gainesville, FL
0.055,35.0,2568,Take Two Pils,German Pilsener,49,12.0,49,SweetWater Brewing Company,Atlanta, GA
0.08,95.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0,449,TailGate Beer,San Diego, CA
0.05,44.0,663,TailGate IPA,American IPA,449,24.0,449,TailGate Beer,San Diego, CA
0.05,44.0,662,TailGate IPA,American IPA,449,12.0,449,TailGate Beer,San Diego, CA
0.049,28.0,623,TailGate Hefeweizen,Hefeweizen,449,24.0,449,TailGate Beer,San Diego, CA
0.05,19.0,622,Blacktop Blonde,American Blonde Ale,449,24.0,449,TailGate Beer,San Diego, CA
0.05,19.0,362,Blacktop Blonde,American Blonde Ale,449,12.0,449,TailGate Beer,San Diego, CA
0.049,28.0,361,TailGate Hefeweizen,Hefeweizen,449,12.0,449,TailGate Beer,San Diego, CA
0.085,34.0,2575,Wooden Rooster,Tripel,45,16.9,45,Tallgrass Brewing Company,Manhattan, KS
0.048,20.0,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.062,35.0,1736,Zombie Monkie,American Porter,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.0559999999999999,20.0,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20.0,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.068,110.0,1017,Ethos IPA,American IPA,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.044,12.0,1009,Tallgrass Pub Ale,American Brown Ale,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.072,93.0,912,Oasis,Extra Special / Strong Bitter (ESB),45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20.0,765,Buffalo Sweat,Milk / Sweet Stout,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20.0,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20.0,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,16.0,105,Köld Lager (2010),German Pilsener,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.072,93.0,104,Oasis (2010),American Double / Imperial IPA,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.044,22.0,103,Tallgrass Ale,American Brown Ale,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20.0,102,Buffalo Sweat (2010),Milk / Sweet Stout,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.063,60.0,101,Tallgrass IPA,American IPA,45,16.0,45,Tallgrass Brewing Company,Manhattan, KS
0.07,80.0,544,Old Elephant Foot IPA,American IPA,490,16.0,490,Tampa Bay Brewing Company,Tampa, FL
0.065,35.0,2640,Peck's Porter,American Porter,7,16.0,7,Tapistry Brewing,Bridgman, MI
0.08,22.0,2601,Deduction,Dubbel,28,12.0,28,Taxman Brewing Company,Bargersville, IN
0.047,42.0,1082,RecreationAle,American Pale Ale (APA),469,12.0,469,Terrapin Brewing Company,Athens, GA
0.055,35.0,2119,First Stand,Saison / Farmhouse Ale,215,12.0,215,Texian Brewing Co.,Richmond, TX
0.063,23.0,2118,Battle LIne,American Brown Ale,215,12.0,215,Texian Brewing Co.,Richmond, TX
0.0559999999999999,12.0,2117,Broken Bridge,Dunkelweizen,215,12.0,215,Texian Brewing Co.,Richmond, TX
0.071,69.0,2116,Brutus,English India Pale Ale (IPA),215,12.0,215,Texian Brewing Co.,Richmond, TX
0.08,120.0,1111,Heady Topper,American Double / Imperial IPA,272,16.0,272,The Alchemist,Waterbury, VT
0.08,120.0,379,Heady Topper,American Double / Imperial IPA,272,16.0,272,The Alchemist,Waterbury, VT
0.046,20.0,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12.0,457,The Black Tooth Brewing Company,Sheridan, WY
0.07,75.0,1199,Indian Paintbrush IPA,American IPA,457,12.0,457,The Black Tooth Brewing Company,Sheridan, WY
0.048,16.0,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12.0,457,The Black Tooth Brewing Company,Sheridan, WY
0.059,15.0,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12.0,457,The Black Tooth Brewing Company,Sheridan, WY
0.052,16.0,1748,Bronx Summer Pale Ale,American Pale Ale (APA),329,16.0,329,The Bronx Brewery,Bronx, NY
0.057,46.0,1747,Bronx Black Pale Ale,American Black Ale,329,16.0,329,The Bronx Brewery,Bronx, NY
0.063,50.0,1037,Bronx Pale Ale,American Pale Ale (APA),329,16.0,329,The Bronx Brewery,Bronx, NY
0.052,35.0,2594,Surfrider,American Pale Ale (APA),33,16.0,33,The Dudes' Brewing Company,Torrance, CA
0.069,34.0,1562,Grandma's Pecan,English Brown Ale,33,16.0,33,The Dudes' Brewing Company,Torrance, CA
0.099,101.0,1561,Double Trunk,American Double / Imperial IPA,33,16.0,33,The Dudes' Brewing Company,Torrance, CA
0.046,45.0,1749,Just IPA,American IPA,328,12.0,328,The Just Beer Project,Burlington, VT
0.048,18.0,2347,Hunny Do Wheat,American Pale Wheat Ale,142,12.0,142,Third Street Brewhouse,Cold Spring, MN
0.051,11.0,2421,Watermelon Ale,Fruit / Vegetable Beer,108,12.0,108,Thomas Hooker Brewing Company,Bloomfield, CT
0.04,18.0,2319,Knotty Blonde Ale,American Blonde Ale,153,12.0,153,Three Creeks Brewing,Sisters, OR
0.062,40.0,2317,Fivepine Chocolate Porter,American Porter,153,12.0,153,Three Creeks Brewing,Sisters, OR
0.062,82.0,2316,Hoodoo Voodoo IPA,American IPA,153,12.0,153,Three Creeks Brewing,Sisters, OR
0.053,22.0,1913,Hydraulion Red,Irish Red Ale,273,12.0,273,Three Notch'd Brewing Company,Charlottesville, VA
0.06,50.0,1912,40 Mile IPA,American IPA,273,12.0,273,Three Notch'd Brewing Company,Charlottesville, VA
0.055,64.0,2617,Citra Faced,American Pale Wheat Ale,21,16.0,21,Three Pints Brewing,Martinsville, IN
0.055,31.0,2616,Pole Barn Stout,Oatmeal Stout,21,16.0,21,Three Pints Brewing,Martinsville, IN
0.054,37.0,2615,Pale,American Pale Ale (APA),21,16.0,21,Three Pints Brewing,Martinsville, IN
0.053,27.0,2614,Yoshi's Nectar,California Common / Steam Beer,21,16.0,21,Three Pints Brewing,Martinsville, IN
0.0579999999999999,20.0,2623,Cafe Leche,American Porter,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.052,12.0,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.12,90.0,2621,Csar,Russian Imperial Stout,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.085,115.0,1449,Overlord Imperial IPA,American Double / Imperial IPA,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.0579999999999999,36.0,951,Alloy,American IPA,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.051,22.0,950,Rivet Irish Red Ale,Irish Red Ale,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.052,50.0,949,3 Gear Robust Porter,American Porter,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.045,35.0,948,Circuit Bohemian Pilsner,Czech Pilsener,17,16.0,17,Tin Man Brewing Company,Evansville, IN
0.07,60.0,1755,Juke Joint IPA,American IPA,152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.07,35.0,1754,Parade Ground Coffee Porter,American Porter,152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.05,21.0,1428,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.045,18.0,529,Tin Roof Blonde Ale,American Blonde Ale,152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.055,37.0,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.045,28.0,494,Perfect Tin Amber,American Amber / Red Ale,152,12.0,152,Tin Roof Brewing Company,Baton Rouge, LA
0.073,87.0,1856,IPA & a Half,American IPA,291,12.0,291,Tommyknocker Brewery,Idaho Springs, CO
0.055,33.0,736,Ornery Amber Lager (2003),Vienna Lager,291,12.0,291,Tommyknocker Brewery,Idaho Springs, CO
0.062,72.0,1938,Almanac IPA,American IPA,265,12.0,265,Tractor Brewing Company,Albuquerque, NM
0.06,30.0,1936,Farmer's Tan Red Ale,American Amber / Red Ale,265,12.0,265,Tractor Brewing Company,Albuquerque, NM
0.075,93.0,2444,Nugget Nectar,American Amber / Red Ale,97,16.0,97,Tröegs Brewing Company,Hershey, PA
0.045,45.0,2203,Sunshine Pils,American Pilsner,97,12.0,97,Tröegs Brewing Company,Hershey, PA
0.0819999999999999,25.0,1510,Troegenator Doublebock,Doppelbock,97,16.0,97,Tröegs Brewing Company,Hershey, PA
0.075,85.0,1509,Perpetual IPA,American IPA,97,12.0,97,Tröegs Brewing Company,Hershey, PA
0.055,52.0,433,Greenville Pale Ale,American Pale Ale (APA),539,12.0,539,Twin Lakes Brewing Company,Greenville, DE
0.062,65.0,641,Hoppy Boy,American IPA,520,16.0,520,Twisted Pine Brewing Company,Boulder, CO
0.054,26.0,2588,Cow Creek,American Amber / Red Lager,38,12.0,38,Twisted X Brewing Company,Dripping Springs, TX
0.075,63.0,2458,Chupahopra,American IPA,38,12.0,38,Twisted X Brewing Company,Dripping Springs, TX
0.051,19.0,2212,Twisted X,American Adjunct Lager,38,12.0,38,Twisted X Brewing Company,Dripping Springs, TX
0.0409999999999999,41.0,2235,Day Hike Session,American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.048,48.0,1661,Trailhead ISA,American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.052,27.0,1660,Immersion Amber,American Amber / Red Ale,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.062,70.0,1659,Evo IPA,American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.062,70.0,1173,Evolutionary IPA (2012),American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.057,36.0,560,Persnickety Pale,American Pale Ale (APA),190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.054,20.0,519,SoDo Brown Ale,American Brown Ale,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.052,27.0,518,Immersion Amber Ale (2011),American Amber / Red Ale,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.062,70.0,505,Evolutionary IPA (2011),American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.048,48.0,482,Trailhead India Style Session Ale (2011),American IPA,190,12.0,190,Two Beers Brewing Company,Seattle, WA
0.063,69.0,2497,Wobble,American IPA,74,16.0,74,Two Brothers Brewing Company,Warrenville, IL
0.0579999999999999,43.0,2246,Night Cat,American Dark Wheat Ale,74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.0579999999999999,43.0,1630,Night Cat (2014),American Dark Wheat Ale,74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.051,17.0,1284,Dog Days Lager,Dortmunder / Export Lager,74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.051,36.0,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.077,23.0,1042,Atom Smasher,Märzen / Oktoberfest,74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.07,68.0,861,Cane and Ebel,American Strong Ale,74,12.0,74,Two Brothers Brewing Company,Warrenville, IL
0.05,10.0,2310,PUNK'N,Pumpkin Ale,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,22.0,2100,Yard Sale Winter Lager,American Amber / Red Lager,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,42.0,1925,Trader Session IPA,American IPA,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.073,83.0,1723,Hop Nosh IPA,American IPA,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,17.0,1212,SUM'R,American Blonde Ale,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,32.0,1097,Organic Baba Black Lager,Schwarzbier,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.073,82.0,1089,Hop Notch IPA (2013),American IPA,159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,34.0,1088,Cutthroat Pale Ale,American Pale Ale (APA),159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.04,29.0,974,WYLD Extra Pale Ale,American Pale Ale (APA),159,12.0,159,Uinta Brewing Company,Salt Lake City, UT
0.06,75.0,2372,The Green Room,American IPA,126,16.0,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
0.047,25.0,2367,Humbucker Helles,Maibock / Helles Bock,126,16.0,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
0.085,90.0,2507,Double Duckpin,American Double / Imperial IPA,71,12.0,71,Union Craft Brewing,Baltimore, MD
0.042,10.0,2506,Old Pro,Gose,71,12.0,71,Union Craft Brewing,Baltimore, MD
0.045,50.0,2190,Campside Session IPA,American IPA,202,16.0,202,Upland Brewing Company,Bloomington, IN
0.045,15.0,1951,Upland Wheat Ale,Witbier,202,16.0,202,Upland Brewing Company,Bloomington, IN
0.068,24.0,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.099,51.0,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.065,33.0,1932,Thai Style White IPA,American White IPA,51,12.0,51,Upslope Brewing Company,Boulder, CO
0.075,30.0,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.099,90.0,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51,19.2,51,Upslope Brewing Company,Boulder, CO
0.075,30.0,683,Upslope Belgian Style Pale Ale,Belgian Pale Ale,51,12.0,51,Upslope Brewing Company,Boulder, CO
0.048,15.0,466,Top Rope Mexican-style Craft Lager,Vienna Lager,51,12.0,51,Upslope Brewing Company,Boulder, CO
0.048,22.0,444,Upslope Craft Lager,Vienna Lager,51,12.0,51,Upslope Brewing Company,Boulder, CO
0.053,22.0,382,Common Sense Kentucky Common Ale,American Brown Ale,546,16.0,546,Upstate Brewing Company,Elmira, NY
0.065,70.0,381,Upstate I.P.W.,American IPA,546,12.0,546,Upstate Brewing Company,Elmira, NY
0.09,75.0,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,302,12.0,302,Utah Brewers Cooperative,Salt Lake City, UT
0.09,75.0,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,302,12.0,302,Utah Brewers Cooperative,Salt Lake City, UT
0.092,25.0,1770,Voodoo Love Child,Tripel,322,12.0,322,Voodoo Brewery,Meadville, PA
0.079,23.0,1769,White Magick of the Sun,Witbier,322,12.0,322,Voodoo Brewery,Meadville, PA
0.075,31.0,1730,Wynona's Big Brown Ale,American Brown Ale,322,12.0,322,Voodoo Brewery,Meadville, PA
0.092,25.0,1729,Gran Met,Belgian Strong Pale Ale,322,12.0,322,Voodoo Brewery,Meadville, PA
0.073,85.0,1603,Good Vibes IPA,American IPA,322,12.0,322,Voodoo Brewery,Meadville, PA
0.075,85.0,1488,Pilzilla,American Double / Imperial Pilsner,322,12.0,322,Voodoo Brewery,Meadville, PA
0.04,37.0,1846,Wachusett Light IPA,American IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.06,55.0,1845,Green Monsta IPA,American IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.0559999999999999,50.0,1844,Wachusett IPA,American IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.085,85.0,1418,Larry Imperial IPA,American Double / Imperial IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.051,17.0,1030,Country Pale Ale,English Pale Ale,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.04,37.0,1029,Wachusett Light IPA (2013),American IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.052,20.0,908,Pumpkan,Pumpkin Ale,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.045,10.0,619,Wachusett Blueberry Ale,Fruit / Vegetable Beer,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.06,55.0,618,Green Monsta IPA,American IPA,295,12.0,295,Wachusett Brewing Company,Westminster, MA
0.052,67.0,2450,Self Starter,American IPA,94,16.0,94,Warped Wing Brewing Company,Dayton, OH
0.054,20.0,2223,Ermal's,Cream Ale,94,16.0,94,Warped Wing Brewing Company,Dayton, OH
0.04,5.0,1312,Westbrook Gose,Gose,384,12.0,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.05,16.0,576,White Thai,Witbier,384,12.0,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.068,65.0,575,Westbrook IPA,American IPA,384,12.0,384,Westbrook Brewing Company,Mt. Pleasant, SC
0.057,22.0,1645,Westfield Octoberfest,Märzen / Oktoberfest,351,12.0,351,Westfield River Brewing Company,Westfield, MA
0.0579999999999999,55.0,1550,Charlie in the Rye,American IPA,351,12.0,351,Westfield River Brewing Company,Westfield, MA
0.075,89.0,2343,O’Malley’s IPA,American IPA,132,12.0,132,Weston Brewing Company,Weston, MO
0.049,28.0,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,132,12.0,132,Weston Brewing Company,Weston, MO
0.049,30.0,1838,Hefe Lemon,Radler,296,12.0,296,Widmer Brothers Brewing Company,Portland, OR
0.049,30.0,1837,Hefe Black,Hefeweizen,296,12.0,296,Widmer Brothers Brewing Company,Portland, OR
0.049,30.0,1836,Widmer Brothers Hefeweizen,Hefeweizen,296,12.0,296,Widmer Brothers Brewing Company,Portland, OR
0.0819999999999999,100.0,1619,Hop Slayer Double IPA,American Double / Imperial IPA,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.052,27.0,971,Phat Chance,American Blonde Ale,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.0819999999999999,100.0,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.0819999999999999,100.0,430,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.042,13.0,398,Wild Onion Summer Wit,Witbier,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.06,23.0,366,Jack Stout,Oatmeal Stout,361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.0559999999999999,41.0,162,Paddy Pale Ale,American Pale Ale (APA),361,12.0,361,Wild Onion Brewing Company,Lake Barrington, IL
0.068,21.0,2253,Blonde Hunny,Belgian Pale Ale,181,12.0,181,Wild Wolf Brewing Company,Nellysford, VA
0.057,20.0,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181,12.0,181,Wild Wolf Brewing Company,Nellysford, VA
0.045,25.0,1195,Wild Wolf American Pilsner,American Pilsner,181,12.0,181,Wild Wolf Brewing Company,Nellysford, VA
0.051,45.0,1194,Alpha Ale,American Pale Ale (APA),181,12.0,181,Wild Wolf Brewing Company,Nellysford, VA
0.074,83.0,762,Ace IPA,American IPA,509,16.0,509,Wingman Brewers,Tacoma, WA
0.08,31.0,761,P-51 Porter,American Porter,509,16.0,509,Wingman Brewers,Tacoma, WA
0.071,60.0,2148,#002 American I.P.A.,American IPA,211,12.0,211,Wisconsin Brewing Company,Verona, WI
0.048,38.0,2146,#004 Session I.P.A.,American IPA,211,12.0,211,Wisconsin Brewing Company,Verona, WI
0.062,61.0,1470,Ananda India Pale Ale,American IPA,239,12.0,239,Wiseacre Brewing Company,Memphis, TN
0.045,23.0,1469,Tiny Bomb,American Pilsner,239,12.0,239,Wiseacre Brewing Company,Memphis, TN
0.0579999999999999,72.0,2627,Train Hopper,American IPA,14,12.0,14,Witch's Hat Brewing Company,South Lyon, MI
0.059,135.0,1676,Troopers Alley IPA,American IPA,344,12.0,344,Wolf Hills Brewing Company,Abingdon, VA
0.047,15.0,1468,Wolverine Premium Lager,American Pale Lager,402,12.0,402,Wolverine State Brewing Company,Ann Arbor, MI
0.065,82.0,2417,4000 Footer IPA,American IPA,109,12.0,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
0.0279999999999999,15.0,2306,Summer Brew,American Pilsner,109,12.0,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
0.065,69.0,1697,Be Hoppy IPA,American IPA,339,16.0,339,Wormtown Brewery,Worcester, MA
0.069,69.0,2194,Worthy IPA,American IPA,199,12.0,199,Worthy Brewing Company,Bend, OR
0.045,25.0,1514,Easy Day Kolsch,Kölsch,199,12.0,199,Worthy Brewing Company,Bend, OR
0.077,30.0,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,12.0,199,Worthy Brewing Company,Bend, OR
0.069,69.0,1512,Worthy IPA (2013),American IPA,199,12.0,199,Worthy Brewing Company,Bend, OR
0.06,50.0,1511,Worthy Pale,American Pale Ale (APA),199,12.0,199,Worthy Brewing Company,Bend, OR
0.067,45.0,928,Belgorado,Belgian IPA,424,12.0,424,Wynkoop Brewing Company,Denver, CO
0.055,40.0,145,Silverback Pale Ale,American Pale Ale (APA),424,12.0,424,Wynkoop Brewing Company,Denver, CO
